Species,Song,Locality,Population,Date,Duet (Y/N),Num of male elements,Num of female elements,Num of male elements overlapped by female elements,Time male start (s),Time male ends (s),Time female start (s),Time female ends (s),Delta_male_female,Male measurements (Y/N),Male measurement order,Female measurements (Y/N),Female Measurement order,Cicadas (Y/N),Cicada min freq,Cicada max freq,Notes,Original_measurer
Artisornis metopias,artisornis.metopias_Aug042011_njesi_em_y_0.19,Njesi,Njesi,4-Aug-11,Y,2,2,0,0.46,1.661,0.956,1.28,0.496,Y,"1,2",Y,"1,2",N,,,"Female song split. ""wa-aaa  ahhh"" almost mimicking male and sighing (.15x Rate). Counted as seperate elements. *Shelby: there is a third measurement on the selection table that is a single point (probably accidental)",TB
Artisornis metopias,artisornis.metopias_Aug042011_njesi_em_y_0.22,Njesi,Njesi,4-Aug-11,Y,4,4,0,0.088,2.288,0.423,1.99,0.335,Y,"1,2,3,4",Y,"1,2,3,4",N,,,"Female song split. ""wa-aaa  ahhh"" almost mimicking male and sighing (.15x Rate). Counted as seperate elements. ",TB
Artisornis metopias,artisornis.metopias_Aug042011_njesi_em_y_0.26,Njesi,Njesi,4-Aug-11,Y,2,2,0,0.323,1.402,0.695,1.055,0.372,Y,"1,2",Y,"1,2",N,,,"Female song split. ""wa-aaa  ahhh"" almost mimicking male and sighing (.15x Rate). Counted as seperate elements. ",TB
Artisornis metopias,artisornis.metopias_Aug042011_njesi_em_y_0.31,Njesi,Njesi,4-Aug-11,Y,3,2,0,0.227,1.895,1.254,1.589,1.027,Y,"1,2,3",Y,"1,2",N,,,"Female song split. ""wa-aaa  ahhh"" almost mimicking male and sighing (.15x Rate). Counted as seperate elements. ",TB
Artisornis metopias,artisornis.metopias_Aug042011_njesi_em_y_0.36,Njesi,Njesi,4-Aug-11,Y,5,4,1,0.178,3.163,1.23,2.639,1.052,Y,"1,2,3,5",Y,"1,2",N,,,"Female song split. ""wa-aaa  ahhh"" almost mimicking male and sighing (.15x Rate). Counted as seperate elements. Both female elements overlap 1 male element here (not measured)",TB
Artisornis metopias,artisornis.metopias_aug042011_njesi_em_z_1.09,Njesi Plateau,Njesi,4-Aug-11,Y,5,12,2,1.071,4.335,0.22,3.963,-0.851,Y,"3,4,5",Y,"1,2,3,4,6,8,9,10,12",,,,measured m_pf and m_hs (stack interfered with pf measurement). ,
Artisornis metopias,artisornis.metopias_aug042011_njesi_em_z_1.14,Njesi Plateau,Njesi,4-Aug-11,Y,2,6,2,0.751,1.818,0.226,2.125,-0.525,N,NA,Y,"2,4,6",,,,,
Artisornis metopias,artisornis.metopias_aug042011_njesi_em_z_1.18,Njesi Plateau,Njesi,4-Aug-11,Y,2,6,1,0.724,1.95,0.237,2.339,-0.487,Y,1,Y,"1,2,3,4,6",,,,,
Artisornis metopias,artisornis.metopias_aug042011_njesi_em_z_1.22,Njesi Plateau,Njesi,4-Aug-11,Y,3,8,1,1.23,3.114,0.653,3.542,-0.577,Y,"1,3",Y,"1,2,3,4,6,7,8",,,,,
Artisornis metopias,artisornis.metopias_jul132019_chita_lah_a_0.01,Chita,Chita,13-Jul-19,Y,7,10,4,0.584,3.438,0.304,2.823,-0.28,Y,"1,5,7",Y,"1,2,3,9",,,,,
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_a_0.04,Uhafiwa,Uhafiwa,19-Jul-89,Y,9,12,6,0.252,3.946,0.226,3.971,-0.026,Y,"3,5,8",Y,"4,6,7,10,11",,,,,SP
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_a_0.08,Uhafiwa,Uhafiwa,19-Jul-89,Y,30,41,24,0.374,13.923,0.118,13.939,-0.256,Y,"1,13,18,25,27,29",Y,"1,2,5,7,18,19,22,25,26,34,35,37,39,40",,,,,SP
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_b_0.05,Uhafiwa,Uhafiwa,19-Jul-89,Y,30,41,23,0.622,12.928,0.836,13.007,0.214,Y,"1,7,10,13,15,24,29",Y,"1,2,6,11,13,15,19,21,28,30,34,39,40",,,,"male note type changes after note 15, seems to be same individual",SP
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_b_0.20,Uhafiwa,Uhafiwa,19-Jul-89,Y,6,8,6,0.498,2.371,0.674,2.372,0.176,N,NA,Y,3,,,,,SP
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_b_0.25,Uhafiwa,Uhafiwa,19-Jul-89,Y,13,17,10,0.287,5.125,0.511,5.116,0.224,Y,"1,8,12",Y,"8,10,11,15",,,,,SP
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_b_0.31,Uhafiwa,Uhafiwa,19-Jul-89,Y,6,9,4,0.463,2.405,0.65,2.774,0.187,Y,6,Y,"2,7,9",,,,Miscategorized first note. First note is male but labeled as female.,
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.04,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,2,2,2,0.269,0.876,0.472,0.806,0.203,N,NA,N,NA,N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.06,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,14,18,11,0.224,5.301,0.416,5.179,0.192,Y,"1,10,13",Y,"1,3,12,13,16,17",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.14,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,8,11,6,0.222,2.836,0.376,2.693,0.154,Y,"4,6",Y,"3,5,6,8",N,,,"Male measurements may have some small overlap, second opinion",TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.19,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,10,14,8,0.093,3.708,0.28,3.659,0.187,Y,"1,9",Y,"1,3,10,12,14",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.27,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,11,15,10,0.21,3.99,0.4,3.92,0.19,Y,1,Y,"1,3,11,14",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.33,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,17,22,13,0.262,6.536,0.778,6.485,0.516,Y,"7,12,15",Y,"8,10,11,14,17,21,22",N,,,Shelby: first measurement in m_pf selection table is of a female note; note is not included in f selection table,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.42,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,14,18,11,0.102,5.28,0.315,5.19,0.213,Y,"1,11,13",Y,"1,8,12,17",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_c_0.50,"Uhafiwa, elevation: 1400m, Habitat: rainforest; evergreen forest; stream. Second growth",Uhafiwa,19-Jul-89,Y,12,16,9,0.215,4.777,0.404,4.693,0.189,Y,"1,8,11",Y,"1,11,14,15",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_d_0.04,Uhafiwa,Uhafiwa,19-Jul-89,Y,9,NA,NA,0.193,4.533,NA,5.289,NA,Y,"1,2,3,4,5,8,9",Y,"1,3,4",,,,measured m_pf and m_hs (stack interfered with pf measurement). Female very faint. Edited because of difficulty assessing beginning of recording for female notes.,
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_d_0.10,Uhafiwa,Uhafiwa,19-Jul-89,Y,6,8,3,0.397,2.787,0.68,3.385,0.283,Y,"1,4,5",Y,"4,5,7,8",,,,measured m_pf and m_hs (stack interfered with pf measurement). Female very faint.,
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_e_0.04,"Uhafiwa, elevation: 1600m, Habitat: rainforest; stream. Thicket / Brush",Uhafiwa,19-Jul-89,Y,5,10,5,0.326,2.413,0.187,2.641,-0.139,N,NA,Y,"1,3,6,10",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_e_0.08,"Uhafiwa, elevation: 1600m, Habitat: rainforest; stream. Thicket / Brush",Uhafiwa,19-Jul-89,Y,12,20,12,1.282,6.27,1.459,6.092,0.177,N,NA,Y,"6,8,14,17",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_e_0.16,"Uhafiwa, elevation: 1600m, Habitat: rainforest; stream. Thicket / Brush",Uhafiwa,19-Jul-89,Y,8,10,6,0.446,3.572,0.648,3.403,0.202,Y,"5,7",Y,"7,9",N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_e_0.21,"Uhafiwa, elevation: 1600m, Habitat: rainforest; stream. Thicket / Brush",Uhafiwa,19-Jul-89,Y,6,9,5,0.892,3.184,1.085,3.058,0.193,Y,5,Y,8,N,,,,TB
Artisornis metopias,Artisornis.metopias_jul191989_Uhafiwa_DM_e_0.26,"Uhafiwa, elevation: 1600m, Habitat: rainforest; stream. Thicket / Brush",Uhafiwa,19-Jul-89,Y,7,11,6,0.893,3.606,1.103,3.466,0.21,Y,4,Y,"6,10",N,,,,TB
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_b_0.00,Chita,Chita,22-Jul-19,Y,6,6,2,0.215,3.022,0.617,2.773,0.402,Y,"1,4,5,6",Y,"4,5,6",,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_b_0.04,Chita,Chita,22-Jul-19,Y,4,4,2,0.166,1.892,0.448,1.626,0.282,Y,"1,3,4",N,"1,4",,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_b_0.08,Chita,Chita,22-Jul-19,Y,4,5,2,0.119,1.888,0.342,1.566,0.223,Y,"3,4",Y,"2,4,5",,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_b_0.12,Chita,Chita,22-Jul-19,Y,6,7,3,0.098,3.016,0.404,2.608,0.306,Y,"1,5,6",Y,"1,4,7",,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_b_0.17,Chita,Chita,22-Jul-19,Y,3,2,1,0.167,1.398,0.491,0.738,0.324,Y,"1,3",Y,1,,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_c_0.00,Chita,Chita,22-Jul-19,Y,4,2,1,0.197,1.357,1.216,1.454,1.019,Y,"1,2,3",N,NA,,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_c_0.05,Chita,Chita,22-Jul-19,Y,5,6,3,0.082,1.547,0.14,1.364,0.058,Y,"3,4",Y,5,,,,,
Artisornis metopias,artisornis.metopias_jul222019_chita_lah_c_0.09,Chita,Chita,22-Jul-19,Y,1,3,0,0.086,0.269,0.32,0.731,0.234,Y,1,Y,"1,2,3",,,,,
Artisornis metopias,artisornis.metopias_jun102019_mafwemiro_lah_a_0.00,Mafwemiro,Mafwemiro,10-Jun-19,Y,16,21,14,1.172,9.341,0.328,9.37,-0.844,Y,"13,15",Y,"1,2,3,4,7,19",,,,,
Artisornis metopias,artisornis.metopias_jun102019_mafwemiro_lah_a_0.10,Mafwemiro,Mafwemiro,10-Jun-19,Y,3,4,1,0.283,1.707,0.6,1.349,0.317,Y,"1,3",Y,"1,4",,,,,
Artisornis metopias,artisornis.metopias_jun102019_mafwemiro_lah_a_0.14,Mafwemiro,Mafwemiro,10-Jun-19,Y,9,12,8,0.193,5.204,0.41,5.451,0.217,Y,6,Y,"6,12",,,,,
Artisornis metopias,artisornis.metopias_jun102019_mafwemiro_lah_a_0.21,Mafwemiro,Mafwemiro,10-Jun-19,Y,2,3,1,0.27,1.24,0.52,0.929,0.25,Y,2,Y,3,,,,,
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_a_0.00,Amani ABC EA,East Usambara,24-May-14,Y,4,5,4,0.22,,0.67,,0.45,N,,Y,5,Y,2567.6,4621,measurement tables removed for noise,TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_a_0.03,Amani ABC EA,East Usambara,24-May-14,Y,5,5,4,0.352,1.695,0.629,2.039,0.277,Y,1,Y,5,Y,3139.6,4697.9,,TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_a_0.07,Amani ABC EA,East Usambara,24-May-14,Y,6,7,5,0.415,2.043,0.652,2.478,0.237,Y,1,Y,"6,7",Y,3381.1,4604,,TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_a_0.11,Amani ABC EA,East Usambara,24-May-14,Y,3,5,2,0.328,1.081,0.579,1.882,0.251,Y,1,Y,"3,4,5",Y,3210.1,4636.7,,TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_b_0.07,Amani ABC 1,East Usambara,24-May-14,Y,12,6,5,0.306,5.391,1.459,5.467,1.153,Y,"1,2,3,6,7,8,10",Y,3,Y,3267.6,4759.8,"At 3.334s another animal joins, interrupting 2 male elements and echoing into a 3rd",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_b_0.14,Amani ABC 1,East Usambara,24-May-14,Y,9,7,4,0.336,4.099,0.019,3.38,-0.317,N,NA,Y,1,Y,3242.6,4611.8,"At 1.899s another animal joins in, overlapping 3 male elements. At 3.542s a second animal joins, overlapping 2 male elements",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_b_0.20,Amani ABC 1,East Usambara,24-May-14,Y,10,10,7,0.65,5.479,0.334,5.88,-0.316,N,NA,Y,"1,8,10",Y,3245.5,4825.1,"At 2.215s another animal joins, overlapping 4 male elements. Element 8, at 4.249s may be overlapped witha. second male. ",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_b_0.27,Amani ABC 1,East Usambara,24-May-14,Y,5,5,4,0.315,1.883,0.617,1.802,0.302,Y,1,N,NA,Y,1044.5,4764.1,End of file is interrupted by another animal,TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_c_0.00,Amani ABC 1,East Usambara,24-May-14,Y,5,6,3,1.063,3.353,1.977,3.557,0.914,Y,"1,2",Y,"1,4,6",Y,3261.4,4892.1,"Intense cicada sound, descending male elements",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_c_0.08,Amani ABC 1,East Usambara,24-May-14,Y,6,7,2,0.524,,0.849,,0.325,Y,"1,3,5,6",Y,"1,3,5,6,7",Y,3027.3,4938.6,"Female measurement tables removed for noise. Intense cicada sound, descending male elements",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_c_0.14,Amani ABC 1,East Usambara,24-May-14,Y,9,9,4,0.728,5.463,1.072,5.468,0.344,Y,"1,4,6,7,8",Y,"1,4,6,7,8",Y,3011.4,4947.8,"Intense cicada sound, descending male elements. Male element changes at element 4, elevating above most cicada frequency (when not accounting for harmonics)",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_c_2.30,Amani ABC 1,East Usambara,24-May-14,Y,12,9,2,0.217,5.195,1.517,5.002,1.3,Y,"1,2,3,4,5,6,7,8,9,12",Y,"1,2,4,6",Y,3093.2,4929,"Intense cicada sound, ascending male element",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_c_2.37,Amani ABC 1,East Usambara,24-May-14,Y,14,11,5,0.603,7.137,1.056,7.195,0.453,Y,"1,2,3,4,5,6,7,9,10",Y,"4,5,6,8",Y,3094.1,4907.9,"Intense cicada sound, ascending male element. male elements 2&3 have very distant female behind",TB
Artisornis metopias,artisornis.metopias_May242014_Amani_EM_c_2.45,Amani ABC 1,East Usambara,24-May-14,Y,11,12,7,0.433,5.324,0.148,5.7,-0.285,Y,"6,7,8,11",Y,"1,7,8,9,12",Y,3193.9,4948.6,"1st female element (0.148s) very quiet, getting primarilly the low frequency",TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_f_0.06,IBC Amani 1 E31,East Usambara,31-May-14,Y,76,77,48,1.178,32.718,1.378,32.718,0.2,Y,"1,8,14,16,19,21,23,24,25,26,28,30,33,35,37,39,42,45,47,49,50,51,52,55,58,61,66,69,72",Y,"1,5,9,15,18,21,23,24,25,27,32,34,36,38,41,44,46,48,49,54,57,58,64,65,69",N,,,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_f_0.41,IBC Amani 1 E31,East Usambara,31-May-14,Y,71,69,45,1.259,30.266,1.459,30.48,0.2,Y,"1,9,12,16,22,24,25,27,40,41,46,49,57,64,69",Y,"10,25,29,40,45,47,51,55,69",N,,,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_g_0.03,IBC 2 Amani E31,East Usambara,31-May-14,Y,15,16,12,0.523,6.024,0.805,5.902,0.282,Y,"1,6,9",Y,"6,9",N,,,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_g_0.09,IBC 2 Amani E31,East Usambara,31-May-14,Y,67,65,36,0.504,27.853,0.443,28.052,-0.061,Y,"4,9,10,13,16,17,18,20,25,27,29,32,34,36,37,43,45,47,49,55,56,57,59,60,66,67,",Y,"4,10,17,18,20,22,25,27,29,32,35,37,38,45,47,49,51,57,58,59,60,61,62,63,66,68,69",N,,,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_h_0.08,IBC 2 Amani E31,East Usambara,31-May-14,Y,9,10,2,0.514,4.75,0.681,5.154,0.167,Y,"2,3,4,6,7,8,9",Y,"2,3,4,6,7,8,9,10",N,3539.9,4240.7,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_h_0.14,IBC 2 Amani E31,East Usambara,31-May-14,Y,6,9,3,0.209,2.808,0.577,2.978,0.368,Y,"1,2,5",Y,"1,2,4,6,7,9",Y,3539.9,4244,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_h_0.21,IBC 2 Amani E31,East Usambara,31-May-14,Y,6,8,3,0.86,3.486,1.068,2.993,0.208,Y,"1,3,6",Y,"1,2,4,5,7",,,,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_i_0.03,IBC 2 Amani E31,East Usambara,31-May-14,Y,6,6,4,0.885,2.693,1.111,2.855,0.226,Y,"1,5",N,NA,,,,,TB
Artisornis metopias,artisornis.metopias_May312014_Amani_EM_i_0.11,IBC 2 Amani E31,East Usambara,31-May-14,Y,11,11,6,0.373,3.97,0.606,4.37,0.233,Y,"1,5,7,9,11",Y,8,,,,,TB
Artisornis metopias,artisornis.metopias_nov022018_ndundulu_lah_a_0.00,Ndundulu,Ndundulu,2-Nov-18,Y,8,16,7,0.5,4.8,0.777,5.051,0.277,Y,1,Y,"2,4,6,10,12,14,16",,,,,
Artisornis metopias,artisornis.metopias_nov022018_ndundulu_lah_a_0.06,Ndundulu,Ndundulu,2-Nov-18,Y,13,21,11,0.416,7.84,0.606,7.362,0.19,Y,"4,13",Y,"2,4,6,7,9,11,13,16,18,20",,,,,
Artisornis metopias,artisornis.metopias_nov022018_ndundulu_lah_a_0.16,Ndundulu,Ndundulu,2-Nov-18,Y,9,13,7,0.251,5.426,0.44,5.034,0.189,Y,"5,9",Y,"2,6,8,10",,,,,
Artisornis metopias,artisornis.metopias_nov102015_uluguru_mb_a_0.00,Uluguru,Uluguru,10-Nov-15,Y,10,7,6,0.211,2.784,0.442,2.573,0.231,Y,"1,5,7,10",N,NA,,,,,
Artisornis metopias,artisornis.metopias_nov102015_uluguru_mb_a_0.05,Uluguru,Uluguru,10-Nov-15,Y,6,4,4,0.137,1.371,0.495,1.251,0.358,Y,"1,2",N,NA,,,,,
Artisornis metopias,artisornis.metopias_nov102015_uluguru_mb_a_0.08,Uluguru,Uluguru,10-Nov-15,Y,8,8,6,0.196,2.254,0.463,2.477,0.267,Y,"1,6",Y,"5,8",,,,,
Artisornis metopias,artisornis.metopias_nov102015_uluguru_mb_a_0.12,Uluguru,Uluguru,10-Nov-15,Y,10,9,8,0.206,2.71,0.452,2.71,0.246,Y,"1,8",Y,7,,,,,
Artisornis metopias,artisornis.metopias_nov102015_uluguru_mb_a_0.16,Uluguru,Uluguru,10-Nov-15,Y,14,11,9,0.221,3.976,0.457,3.731,0.236,Y,"1,6,9,11,14",Y,"5,9",,,,,
Artisornis metopias,artisornis.metopias_nov212016_njesi_gj_a_0.13,Njesi Plateau,Njesi,21-Nov-16,Y,8,12,4,0.44,4.72,0.764,5.023,0.324,Y,"2,4,7",Y,"9,10,11,12",,,,,SP
Artisornis metopias,artisornis.metopias_nov212016_njesi_gj_a_0.19,Njesi Plateau,Njesi,21-Nov-16,Y,15,28,8,0.549,11,0.709,10.818,0.16,Y,"3,4,6,10,11,13,15",Y,"2,4,5,6,7,8,10,11,12,18,19,20,21,22,24,25",,,,,SP
Artisornis metopias,artisornis.metopias_nov212016_njesi_gj_a_0.34,Njesi Plateau,Njesi,21-Nov-16,Y,4,6,1,0.208,2.482,0.376,2.28,0.168,Y,4,Y,"4,5,6",,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_a_0.02,Njesi Plateau,Njesi,22-Nov-16,Y,3,6,2,0.614,1.942,0.11,1.835,-0.504,Y,2,Y,"1,4,5",,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_a_0.06,Njesi Plateau,Njesi,22-Nov-16,Y,4,7,1,0.09,2.04,0.345,1.709,0.255,Y,"1,3,4",Y,"6,7",,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_a_0.10,Njesi Plateau,Njesi,22-Nov-16,Y,3,4,0,0.089,1.654,0.404,1.41,0.315,Y,"1,2,3",N,NA,,,,another sp. interfering with female,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_a_0.15,Njesi Plateau,Njesi,22-Nov-16,Y,4,5,2,0.076,1.988,0.329,1.74,0.253,Y,"3,4",Y,1,,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_a_0.21,Njesi Plateau,Njesi,22-Nov-16,Y,4,5,2,0.062,2.205,0.307,1.808,0.245,Y,"3,4",Y,"2,4,5",,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_b_0.00,Njesi Plateau,Njesi,22-Nov-16,Y,4,2,1,1.013,2.603,1.581,1.911,0.568,Y,"1,3,4",Y,2,,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_b_0.07,Njesi Plateau,Njesi,22-Nov-16,Y,4,2,1,0.288,1.887,1.082,1.327,0.794,Y,"1,2,4",N,NA,,,,,SP
Artisornis metopias,artisornis.metopias_nov222016_njesi_gj_b_0.10,Njesi Plateau,Njesi,22-Nov-16,Y,5,2,1,0.155,2.277,1.061,1.394,0.906,Y,"1,2,4,5",N,NA,,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.00,Njesi Plateau,Njesi,23-Nov-16,Y,3,6,2,0.306,1.619,0.142,2.016,-0.164,Y,3,Y,"1,4,5,6",,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.03,Njesi Plateau,Njesi,23-Nov-16,Y,3,3,2,0.228,1.562,0.37,2.007,0.142,Y,2,N,NA,,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.11,Njesi Plateau,Njesi,23-Nov-16,Y,4,4,1,0.164,2.325,0.396,1.878,0.232,Y,2,Y,2,,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.15,Njesi Plateau,Njesi,23-Nov-16,Y,5,8,2,0.32,3.297,0.523,2.867,0.203,Y,"3,4,5",Y,"2,4,5,6,7,8",,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.22,Njesi Plateau,Njesi,23-Nov-16,Y,3,4,2,0.372,1.685,0.548,1.435,0.176,Y,3,Y,"2,4",,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.27,Njesi Plateau,Njesi,23-Nov-16,Y,4,6,1,0.52,2.727,0.736,2.446,0.216,Y,"2,3",Y,"2,3,4",,,,,SP
Artisornis metopias,artisornis.metopias_nov232016_njesi_gj_a_0.35,Njesi Plateau,Njesi,23-Nov-16,Y,4,8,2,0.311,2.532,0.522,2.945,0.211,N,NA,Y,2,,,,another sp. interfering with male and most of female,SP
Artisornis metopias,artisornis.metopias_nov242016_njesi_gj_a_0.07,Njesi Plateau,Njesi,24-Nov-16,Y,5,4,1,0.198,2.272,0.43,1.901,0.232,Y,"2,3,4,5",N,NA,,,,female too faint to measure,SP
Artisornis metopias,artisornis.metopias_nov242016_njesi_gj_a_0.12,Njesi Plateau,Njesi,24-Nov-16,Y,3,2,0,0.104,1.399,0.803,1.121,0.699,Y,"1,2,3",Y,1,,,,other female element not overlapped is too faint to measure,SP
Artisornis metopias,Artisornis.metopias_oct102002_WestUsambara_LRM_b_0.22,"West Usambara, elevation: 2005m",West Usambara,10-Oct-02,Y,7,7,4,0.208,3.788,0.402,2.901,0.194,Y,"3,5,7",Y,"2,4,6",N,,,"Male song differs from 0.04, female joins in. band pass 1000-10000 possible without eliminating harmonic stacks",TB
Artisornis metopias,Artisornis.metopias_oct102002_WestUsambara_LRM_b_0.29,"West Usambara, elevation: 2005m",West Usambara,10-Oct-02,Y,10,10,5,0.179,5.431,0.421,4.718,0.242,Y,"3,5,7,8,10",Y,"4,6,8,9",N,,,,TB
Artisornis metopias,Artisornis.metopias_oct102002_WestUsambara_LRM_b_0.38,"West Usambara, elevation: 2005m",West Usambara,10-Oct-02,Y,6,7,2,0.155,3.209,0.426,2.88,0.271,Y,"1,3,5,6",Y,"1,4,6,7",N,,,,TB
Artisornis metopias,Artisornis.metopias_oct102002_WestUsambara_LRM_b_0.44,"West Usambara, elevation: 2005m",West Usambara,10-Oct-02,Y,6,6,3,0.173,3.056,0.407,2.799,0.234,Y,"3,4,5",Y,"4,6",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_q_0.00,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,6,6,2,0.13,2.892,0.988,2.112,0.858,Y,"1,2,5,6",Y,"1,4,6",N,,,male element 6 overlapped by something else,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.02,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,5,6,1,0.168,2.77,0.431,1.47,0.263,Y,"1,3,4,5",Y,"1,2,3,5,6",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.07,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,5,5,2,0.134,2.422,0.945,1.73,0.811,Y,"1,2,5",Y,"1,2,4",N,,,,TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.12,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,2,6,1,0.17,0.94,0.45,1.232,0.28,Y,1,Y,"1,2,4,5,6",N,,,"female element 6 is very feint, but interesting as part of the whole",TB
Artisornis moreaui,artisornis.moreaui_aug042011_njesi_em_r_0.19,"Njesi M, Njesi Forest, Malulo-Cal Village, Sanga District, Niassa Province, Mozambique",Njesi,4-Aug-11,Y,7,6,2,0.17,3.421,1.989,2.97,1.819,Y,"1,2,3,4,7",Y,"1,4",N,,,,TB
